id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
09YHm6IkdZko28KdEbXtPb,0.637,0.562,4,-7.348,0,0.0694,0.488,0.0,0.114,0.352,75.041,audio_features,spotify:track:09YHm6IkdZko28KdEbXtPb,https://api.spotify.com/v1/tracks/09YHm6IkdZko28KdEbXtPb,https://api.spotify.com/v1/audio-analysis/09YHm6IkdZko28KdEbXtPb,159733,4
4ZpXHlV2vQVfPXUvbDSZ92,0.345,0.531,0,-12.708,1,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,audio_features,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/tracks/4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/audio-analysis/4ZpXHlV2vQVfPXUvbDSZ92,313693,4
09hqdBBV43zd0wjut66lyD,0.617,0.53,5,-12.799,0,0.0294,0.835,0.0,0.377,0.779,104.077,audio_features,spotify:track:09hqdBBV43zd0wjut66lyD,https://api.spotify.com/v1/tracks/09hqdBBV43zd0wjut66lyD,https://api.spotify.com/v1/audio-analysis/09hqdBBV43zd0wjut66lyD,120440,4
306hfV6PY0lgV2Tbhnfdnt,0.547,0.671,4,-7.581,1,0.232,0.0486,5.18e-06,0.694,0.42,82.223,audio_features,spotify:track:306hfV6PY0lgV2Tbhnfdnt,https://api.spotify.com/v1/tracks/306hfV6PY0lgV2Tbhnfdnt,https://api.spotify.com/v1/audio-analysis/306hfV6PY0lgV2Tbhnfdnt,157403,4
4KcH1ZRV2W1q7Flq0QqC76,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,audio_features,spotify:track:4KcH1ZRV2W1q7Flq0QqC76,https://api.spotify.com/v1/tracks/4KcH1ZRV2W1q7Flq0QqC76,https://api.spotify.com/v1/audio-analysis/4KcH1ZRV2W1q7Flq0QqC76,134467,4
44BH2ZLJC2VdNLVQtDFuTr,0.51,0.741,8,-5.532,1,0.0346,0.0841,0.005,0.0818,0.583,76.072,audio_features,spotify:track:44BH2ZLJC2VdNLVQtDFuTr,https://api.spotify.com/v1/tracks/44BH2ZLJC2VdNLVQtDFuTr,https://api.spotify.com/v1/audio-analysis/44BH2ZLJC2VdNLVQtDFuTr,185921,4
72geHhNU5UA2hU1QgUzXdE,0.529,0.656,7,-5.035,1,0.0309,0.00119,1.66e-05,0.141,0.532,128.111,audio_features,spotify:track:72geHhNU5UA2hU1QgUzXdE,https://api.spotify.com/v1/tracks/72geHhNU5UA2hU1QgUzXdE,https://api.spotify.com/v1/audio-analysis/72geHhNU5UA2hU1QgUzXdE,259830,4
1OO2Fp9PsnaayiekeXuGJX,0.657,0.546,1,-9.738,1,0.269,0.616,0.0,0.226,0.757,73.131,audio_features,spotify:track:1OO2Fp9PsnaayiekeXuGJX,https://api.spotify.com/v1/tracks/1OO2Fp9PsnaayiekeXuGJX,https://api.spotify.com/v1/audio-analysis/1OO2Fp9PsnaayiekeXuGJX,278000,4
5elkjiK2pzK9OULktf9HCh,0.407,0.967,5,-4.406,0,0.0696,0.00058,0.874,0.33,0.634,166.615,audio_features,spotify:track:5elkjiK2pzK9OULktf9HCh,https://api.spotify.com/v1/tracks/5elkjiK2pzK9OULktf9HCh,https://api.spotify.com/v1/audio-analysis/5elkjiK2pzK9OULktf9HCh,308245,4
5KmYUFowigebQliD2R3PSu,0.834,0.62,8,-6.01,0,0.264,0.0821,0.0,0.0981,0.549,130.042,audio_features,spotify:track:5KmYUFowigebQliD2R3PSu,https://api.spotify.com/v1/tracks/5KmYUFowigebQliD2R3PSu,https://api.spotify.com/v1/audio-analysis/5KmYUFowigebQliD2R3PSu,204557,4
1hHGUdFaiJHw9hVZGJWYO2,0.585,0.532,7,-9.673,1,0.0268,0.209,0.00797,0.227,0.68,94.461,audio_features,spotify:track:1hHGUdFaiJHw9hVZGJWYO2,https://api.spotify.com/v1/tracks/1hHGUdFaiJHw9hVZGJWYO2,https://api.spotify.com/v1/audio-analysis/1hHGUdFaiJHw9hVZGJWYO2,180067,4
3RMeOetCdXttthQK0clPuz,0.541,0.44,10,-12.206,1,0.031,0.191,0.0,0.114,0.232,140.273,audio_features,spotify:track:3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/tracks/3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/audio-analysis/3RMeOetCdXttthQK0clPuz,255667,4
1ZAkMmUKU47az3713iyr0L,0.4,0.161,0,-14.523,1,0.0333,0.961,0.00084,0.106,0.208,131.071,audio_features,spotify:track:1ZAkMmUKU47az3713iyr0L,https://api.spotify.com/v1/tracks/1ZAkMmUKU47az3713iyr0L,https://api.spotify.com/v1/audio-analysis/1ZAkMmUKU47az3713iyr0L,225347,4
73JZKk0nb1WOUmh1Eo3Unc,0.491,0.966,3,-3.974,1,0.0463,9.12e-05,0.346,0.153,0.223,95.141,audio_features,spotify:track:73JZKk0nb1WOUmh1Eo3Unc,https://api.spotify.com/v1/tracks/73JZKk0nb1WOUmh1Eo3Unc,https://api.spotify.com/v1/audio-analysis/73JZKk0nb1WOUmh1Eo3Unc,188600,4
7odHgoLFi3GQ90E9PeraI3,0.401,0.498,4,-10.682,1,0.0757,0.394,0.0,0.13,0.816,181.701,audio_features,spotify:track:7odHgoLFi3GQ90E9PeraI3,https://api.spotify.com/v1/tracks/7odHgoLFi3GQ90E9PeraI3,https://api.spotify.com/v1/audio-analysis/7odHgoLFi3GQ90E9PeraI3,149160,4
7rKyITVLEwldhdXIy7P6Vw,0.54,0.677,9,-6.349,1,0.0286,0.368,0.0,0.224,0.748,98.339,audio_features,spotify:track:7rKyITVLEwldhdXIy7P6Vw,https://api.spotify.com/v1/tracks/7rKyITVLEwldhdXIy7P6Vw,https://api.spotify.com/v1/audio-analysis/7rKyITVLEwldhdXIy7P6Vw,241600,4
