Artist,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,set,K44
Jackson Browne,Black And White,2dcoDVcOc9hGPbtZFtpcw3,0.472,0.357,5,-11.333,1,0.0284,0.516,0.00363,0.114,0.28,138.212,audio_features,spotify:track:2dcoDVcOc9hGPbtZFtpcw3,https://api.spotify.com/v1/tracks/2dcoDVcOc9hGPbtZFtpcw3,https://api.spotify.com/v1/audio-analysis/2dcoDVcOc9hGPbtZFtpcw3,284840,4,N,34
Bette Midler,I Think It's Going To Rain Today,2nu1OmQ52ZXV6nqBN5UQp5,0.252,0.0793,9,-15.841,1,0.0328,0.935,5.38e-05,0.0956,0.118,86.725,audio_features,spotify:track:2nu1OmQ52ZXV6nqBN5UQp5,https://api.spotify.com/v1/tracks/2nu1OmQ52ZXV6nqBN5UQp5,https://api.spotify.com/v1/audio-analysis/2nu1OmQ52ZXV6nqBN5UQp5,211133,4,N,13
Cher,Look At Me,3MmyrLEMNBwGicrY8x7jTs,0.599,0.924,1,-6.33,0,0.0442,0.0236,0.00263,0.297,0.962,98.03,audio_features,spotify:track:3MmyrLEMNBwGicrY8x7jTs,https://api.spotify.com/v1/tracks/3MmyrLEMNBwGicrY8x7jTs,https://api.spotify.com/v1/audio-analysis/3MmyrLEMNBwGicrY8x7jTs,233056,4,N,18
Selah,I Will Sing Of My Redeemer,45wEtMzZLMCpcEyqX8Yzlw,0.235,0.502,8,-8.121,1,0.0291,0.07,0.0,0.0951,0.39,181.546,audio_features,spotify:track:45wEtMzZLMCpcEyqX8Yzlw,https://api.spotify.com/v1/tracks/45wEtMzZLMCpcEyqX8Yzlw,https://api.spotify.com/v1/audio-analysis/45wEtMzZLMCpcEyqX8Yzlw,195293,3,N,12
Tori Amos,A Case Of You,1kWqRB6PHLM9QTfaXuHpIV,0.251,0.263,8,-12.538,1,0.0327,0.93,0.00172,0.0954,0.199,177.21,audio_features,spotify:track:1kWqRB6PHLM9QTfaXuHpIV,https://api.spotify.com/v1/tracks/1kWqRB6PHLM9QTfaXuHpIV,https://api.spotify.com/v1/audio-analysis/1kWqRB6PHLM9QTfaXuHpIV,195160,4,N,33
Hillsong United,I Give You My Heart,0GwVNKyG6DSL8gc72S4HGo,0.372,0.501,7,-5.275,1,0.0278,0.579,3.8e-06,0.233,0.121,141.562,audio_features,spotify:track:0GwVNKyG6DSL8gc72S4HGo,https://api.spotify.com/v1/tracks/0GwVNKyG6DSL8gc72S4HGo,https://api.spotify.com/v1/audio-analysis/0GwVNKyG6DSL8gc72S4HGo,316388,4,N,34
Hank Snow,Casey Jones Was His Name,7txk7QK5AW1ADe9Y55GEuT,0.645,0.59,8,-15.26,1,0.0335,0.481,0.0,0.0798,0.962,115.749,audio_features,spotify:track:7txk7QK5AW1ADe9Y55GEuT,https://api.spotify.com/v1/tracks/7txk7QK5AW1ADe9Y55GEuT,https://api.spotify.com/v1/audio-analysis/7txk7QK5AW1ADe9Y55GEuT,134453,4,N,5
Cyndi Lauper,Twilight Eyes,1EHSjiwM0hwvJR7v88p61N,0.366,0.891,1,-6.851,1,0.0387,0.388,0.837,0.161,0.961,92.81,audio_features,spotify:track:1EHSjiwM0hwvJR7v88p61N,https://api.spotify.com/v1/tracks/1EHSjiwM0hwvJR7v88p61N,https://api.spotify.com/v1/audio-analysis/1EHSjiwM0hwvJR7v88p61N,141597,4,N,40
Orphaned Land,El Meod Na'ala,0t8UXBkoR92xw7LCvh9ozM,0.279,0.777,7,-7.514,0,0.0753,0.00245,1.04e-06,0.643,0.261,125.773,audio_features,spotify:track:0t8UXBkoR92xw7LCvh9ozM,https://api.spotify.com/v1/tracks/0t8UXBkoR92xw7LCvh9ozM,https://api.spotify.com/v1/audio-analysis/0t8UXBkoR92xw7LCvh9ozM,142773,4,N,15
Don Henley,You Don't Know Me At All,3NWcFiL6oCEagrFiTdDr1m,0.623,0.425,8,-13.045,1,0.0291,0.306,8.65e-05,0.108,0.392,116.593,audio_features,spotify:track:3NWcFiL6oCEagrFiTdDr1m,https://api.spotify.com/v1/tracks/3NWcFiL6oCEagrFiTdDr1m,https://api.spotify.com/v1/audio-analysis/3NWcFiL6oCEagrFiTdDr1m,315307,4,N,27
Kirsty Maccoll,Teenager In Love,0QGwOFQChzflLAmPq5NwKo,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,audio_features,spotify:track:0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/tracks/0QGwOFQChzflLAmPq5NwKo,https://api.spotify.com/v1/audio-analysis/0QGwOFQChzflLAmPq5NwKo,158253,4,N,21
Misfits,Descending Angel,1JliNSftRCoPT6WyruaYTl,0.357,0.901,10,-5.059,0,0.0524,0.000105,8.31e-05,0.0789,0.412,146.312,audio_features,spotify:track:1JliNSftRCoPT6WyruaYTl,https://api.spotify.com/v1/tracks/1JliNSftRCoPT6WyruaYTl,https://api.spotify.com/v1/audio-analysis/1JliNSftRCoPT6WyruaYTl,226504,4,N,8
Demi Lovato,Ride,4B3RmT3cGvh8By3WY9pbIx,0.573,0.581,7,-3.325,1,0.0276,0.148,0.0,0.128,0.188,103.82,audio_features,spotify:track:4B3RmT3cGvh8By3WY9pbIx,https://api.spotify.com/v1/tracks/4B3RmT3cGvh8By3WY9pbIx,https://api.spotify.com/v1/audio-analysis/4B3RmT3cGvh8By3WY9pbIx,221293,4,N,1
Barbra Streisand,Cry Me A River,7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,audio_features,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/tracks/7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/audio-analysis/7Lf7oSEVdzZqTA0kEDSlS5,288333,4,N,39
Young Buck,Where The Haters At?,6Y9kdB2O0h9gq9y2vclsWT,0.582,0.621,11,-6.183,0,0.283,0.00317,0.0,0.111,0.331,179.458,audio_features,spotify:track:6Y9kdB2O0h9gq9y2vclsWT,https://api.spotify.com/v1/tracks/6Y9kdB2O0h9gq9y2vclsWT,https://api.spotify.com/v1/audio-analysis/6Y9kdB2O0h9gq9y2vclsWT,261320,4,N,28
Who,Glittering Girl,1Mf27cnAF1Q6Ko83XTM5d1,0.487,0.625,8,-5.112,1,0.0401,0.374,0.0,0.226,0.351,170.397,audio_features,spotify:track:1Mf27cnAF1Q6Ko83XTM5d1,https://api.spotify.com/v1/tracks/1Mf27cnAF1Q6Ko83XTM5d1,https://api.spotify.com/v1/audio-analysis/1Mf27cnAF1Q6Ko83XTM5d1,176093,4,N,12
Frankie Laine,Gunfight At The O.K. Corral,19b81HlBCWgFCYERlK5bI5,0.622,0.39,10,-14.114,0,0.0291,0.716,2.75e-06,0.377,0.695,101.761,audio_features,spotify:track:19b81HlBCWgFCYERlK5bI5,https://api.spotify.com/v1/tracks/19b81HlBCWgFCYERlK5bI5,https://api.spotify.com/v1/audio-analysis/19b81HlBCWgFCYERlK5bI5,128000,4,N,0
Kirk Franklin,O Come All Ye Faithful,4Ck4Qah5oq4a8hyVROESHj,0.605,0.837,5,-6.631,0,0.0592,0.42,5.36e-06,0.102,0.527,97.191,audio_features,spotify:track:4Ck4Qah5oq4a8hyVROESHj,https://api.spotify.com/v1/tracks/4Ck4Qah5oq4a8hyVROESHj,https://api.spotify.com/v1/audio-analysis/4Ck4Qah5oq4a8hyVROESHj,318400,4,N,32
Overkill,Shades Of Grey,7x0lFNGqvY9oFaJ4GCCHHR,0.572,0.824,2,-5.626,0,0.0349,0.448,0.00279,0.94,0.84,119.979,audio_features,spotify:track:7x0lFNGqvY9oFaJ4GCCHHR,https://api.spotify.com/v1/tracks/7x0lFNGqvY9oFaJ4GCCHHR,https://api.spotify.com/v1/audio-analysis/7x0lFNGqvY9oFaJ4GCCHHR,319453,4,N,15
Joy Division,Interzone,3iMq9V0Ece9ubjWAYVcMwj,0.478,0.783,9,-7.346,1,0.0419,0.000126,0.582,0.225,0.746,156.337,audio_features,spotify:track:3iMq9V0Ece9ubjWAYVcMwj,https://api.spotify.com/v1/tracks/3iMq9V0Ece9ubjWAYVcMwj,https://api.spotify.com/v1/audio-analysis/3iMq9V0Ece9ubjWAYVcMwj,137653,4,N,19
Dean Martin,Everybody Loves Somebody,5I9sHwLDX28tLtzVgKLtpr,0.366,0.391,3,-12.322,1,0.0425,0.854,0.0,0.352,0.461,119.182,audio_features,spotify:track:5I9sHwLDX28tLtzVgKLtpr,https://api.spotify.com/v1/tracks/5I9sHwLDX28tLtzVgKLtpr,https://api.spotify.com/v1/audio-analysis/5I9sHwLDX28tLtzVgKLtpr,164547,3,N,33
Fiona Apple,To Your Love,4jsEzsAPVje1NgXYq3e7SV,0.685,0.611,5,-8.892,0,0.0271,0.307,0.0011,0.134,0.7,121.065,audio_features,spotify:track:4jsEzsAPVje1NgXYq3e7SV,https://api.spotify.com/v1/tracks/4jsEzsAPVje1NgXYq3e7SV,https://api.spotify.com/v1/audio-analysis/4jsEzsAPVje1NgXYq3e7SV,220027,4,N,7
Rush,BU2B,6CiPGcWJ3YykntxFjaaOJH,0.336,0.944,9,-5.414,0,0.0877,0.000592,0.0314,0.164,0.384,151.564,audio_features,spotify:track:6CiPGcWJ3YykntxFjaaOJH,https://api.spotify.com/v1/tracks/6CiPGcWJ3YykntxFjaaOJH,https://api.spotify.com/v1/audio-analysis/6CiPGcWJ3YykntxFjaaOJH,310387,4,N,8
Cliff Richard,I'm Not Hero,4KvbH0GiowrUxQDY9uoSLd,0.648,0.597,6,-13.247,1,0.0283,0.0015,0.00021,0.0983,0.879,134.116,audio_features,spotify:track:4KvbH0GiowrUxQDY9uoSLd,https://api.spotify.com/v1/tracks/4KvbH0GiowrUxQDY9uoSLd,https://api.spotify.com/v1/audio-analysis/4KvbH0GiowrUxQDY9uoSLd,220440,4,N,5
Rascal Flatts,No Reins,6txWz9UapYHVxEd7dDIHXT,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,audio_features,spotify:track:6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT,217107,4,N,37
Unwritten Law,Before I Go,6wqJeItl3Vc3az4ZicSQAB,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,audio_features,spotify:track:6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/tracks/6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/audio-analysis/6wqJeItl3Vc3az4ZicSQAB,278600,4,N,15
Yes,I Would Have Waited Forever,7sNKhnl4MZnHdMzvmC4jG5,0.663,0.511,7,-10.843,1,0.0259,0.0637,1.09e-06,0.101,0.579,114.003,audio_features,spotify:track:7sNKhnl4MZnHdMzvmC4jG5,https://api.spotify.com/v1/tracks/7sNKhnl4MZnHdMzvmC4jG5,https://api.spotify.com/v1/audio-analysis/7sNKhnl4MZnHdMzvmC4jG5,217827,4,N,5
Chicago,Introduction,6d7PQZtTbHbcYqaygOW7vs,0.578,0.606,11,-6.402,1,0.0282,0.377,0.0,0.317,0.357,73.912,audio_features,spotify:track:6d7PQZtTbHbcYqaygOW7vs,https://api.spotify.com/v1/tracks/6d7PQZtTbHbcYqaygOW7vs,https://api.spotify.com/v1/audio-analysis/6d7PQZtTbHbcYqaygOW7vs,229427,4,N,41
Lynyrd Skynyrd,The Needle And The Spoon,2OOcagX0sr4SQuBbHJkE5I,0.53,0.614,7,-11.556,1,0.0408,0.283,0.0281,0.53,0.638,115.329,audio_features,spotify:track:2OOcagX0sr4SQuBbHJkE5I,https://api.spotify.com/v1/tracks/2OOcagX0sr4SQuBbHJkE5I,https://api.spotify.com/v1/audio-analysis/2OOcagX0sr4SQuBbHJkE5I,233600,4,N,43
Incubus,Psychopsilocybin,3RAFcUBrCNaboRXoP3S5t1,0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,audio_features,spotify:track:3RAFcUBrCNaboRXoP3S5t1,https://api.spotify.com/v1/tracks/3RAFcUBrCNaboRXoP3S5t1,https://api.spotify.com/v1/audio-analysis/3RAFcUBrCNaboRXoP3S5t1,284120,4,N,29
Paul Simon,Take Me To The Mardi Gras,2qQrVJQ7zXAyvqX1IkwsS2,0.688,0.473,9,-14.042,1,0.0268,0.206,0.0151,0.0534,0.892,102.351,audio_features,spotify:track:2qQrVJQ7zXAyvqX1IkwsS2,https://api.spotify.com/v1/tracks/2qQrVJQ7zXAyvqX1IkwsS2,https://api.spotify.com/v1/audio-analysis/2qQrVJQ7zXAyvqX1IkwsS2,210853,4,N,5
George Strait,Here We Go Again,3SBc4GevkColA5ID6lvXOS,0.879,0.744,11,-1.896,1,0.0544,0.0197,0.000529,0.476,0.271,114.047,audio_features,spotify:track:3SBc4GevkColA5ID6lvXOS,https://api.spotify.com/v1/tracks/3SBc4GevkColA5ID6lvXOS,https://api.spotify.com/v1/audio-analysis/3SBc4GevkColA5ID6lvXOS,168490,4,N,43
Phil Collins,I Like The Way,5S5rw0WLVCAux5B5bWCehK,0.611,0.8,0,-5.61,1,0.0377,0.257,0.0,0.194,0.527,89.974,audio_features,spotify:track:5S5rw0WLVCAux5B5bWCehK,https://api.spotify.com/v1/tracks/5S5rw0WLVCAux5B5bWCehK,https://api.spotify.com/v1/audio-analysis/5S5rw0WLVCAux5B5bWCehK,209280,4,N,30
Pearl Jam,Go,7M1L2Cv5025QeywNsdfPDK,0.469,0.863,5,-7.037,0,0.0494,4.34e-06,0.353,0.33,0.375,140.264,audio_features,spotify:track:7M1L2Cv5025QeywNsdfPDK,https://api.spotify.com/v1/tracks/7M1L2Cv5025QeywNsdfPDK,https://api.spotify.com/v1/audio-analysis/7M1L2Cv5025QeywNsdfPDK,193427,4,N,8
Hank Williams Jr.,All My Rowdy Friends,2F5lTjxNzxoVP0jRxLSN9Z,0.711,0.542,0,-10.319,1,0.0287,0.23,5.2e-06,0.28,0.813,127.002,audio_features,spotify:track:2F5lTjxNzxoVP0jRxLSN9Z,https://api.spotify.com/v1/tracks/2F5lTjxNzxoVP0jRxLSN9Z,https://api.spotify.com/v1/audio-analysis/2F5lTjxNzxoVP0jRxLSN9Z,240373,4,N,6
Yelawolf,Trunk Muzik,5siN7pZMRXaTQD61g1F3qD,0.662,0.72,1,-9.242,1,0.12,0.0106,0.0392,0.0499,0.0789,135.253,audio_features,spotify:track:5siN7pZMRXaTQD61g1F3qD,https://api.spotify.com/v1/tracks/5siN7pZMRXaTQD61g1F3qD,https://api.spotify.com/v1/audio-analysis/5siN7pZMRXaTQD61g1F3qD,221187,4,N,3
Old 97's,Wish The Worst,4YxWiVc4yIgXbVF3AeZX8g,0.486,0.367,2,-14.564,1,0.264,0.385,0.105,0.81,0.0699,150.151,audio_features,spotify:track:4YxWiVc4yIgXbVF3AeZX8g,https://api.spotify.com/v1/tracks/4YxWiVc4yIgXbVF3AeZX8g,https://api.spotify.com/v1/audio-analysis/4YxWiVc4yIgXbVF3AeZX8g,195164,4,N,9
Christy Moore,Among The Wicklow Hills,6rsnQtRe6bCwS5ZUn31hEl,0.645,0.133,0,-18.248,1,0.0372,0.8,0.0,0.349,0.518,86.414,audio_features,spotify:track:6rsnQtRe6bCwS5ZUn31hEl,https://api.spotify.com/v1/tracks/6rsnQtRe6bCwS5ZUn31hEl,https://api.spotify.com/v1/audio-analysis/6rsnQtRe6bCwS5ZUn31hEl,170533,4,N,10
Irving Berlin,They Say It's Wonderful,2TFzmt2xRoSd3KNelJcUxZ,0.456,0.091,6,-17.217,1,0.0402,0.994,0.71,0.1,0.0682,77.071,audio_features,spotify:track:2TFzmt2xRoSd3KNelJcUxZ,https://api.spotify.com/v1/tracks/2TFzmt2xRoSd3KNelJcUxZ,https://api.spotify.com/v1/audio-analysis/2TFzmt2xRoSd3KNelJcUxZ,182627,1,N,31
U2,Mysterious Ways,50JK22El2PTIzZBU2liLDI,0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,audio_features,spotify:track:50JK22El2PTIzZBU2liLDI,https://api.spotify.com/v1/tracks/50JK22El2PTIzZBU2liLDI,https://api.spotify.com/v1/audio-analysis/50JK22El2PTIzZBU2liLDI,243587,4,N,5
Jimmy Buffett,Creola,2TSc7ee1OQPb4tuXsi2X7W,0.714,0.885,7,-5.922,1,0.0411,0.211,3.87e-06,0.255,0.91,141.371,audio_features,spotify:track:2TSc7ee1OQPb4tuXsi2X7W,https://api.spotify.com/v1/tracks/2TSc7ee1OQPb4tuXsi2X7W,https://api.spotify.com/v1/audio-analysis/2TSc7ee1OQPb4tuXsi2X7W,183293,4,N,25
Offspring,Kick Him When He's Down,5E6KjJf5F5AIHnfWKNGF0d,0.817,0.209,5,-13.095,0,0.568,0.00437,0.0,0.104,0.131,183.944,audio_features,spotify:track:5E6KjJf5F5AIHnfWKNGF0d,https://api.spotify.com/v1/tracks/5E6KjJf5F5AIHnfWKNGF0d,https://api.spotify.com/v1/audio-analysis/5E6KjJf5F5AIHnfWKNGF0d,136803,4,N,17
Marillion,Childhood's End?,6qWIU0QKCQjwSHx7adGXKs,0.369,0.731,6,-8.24,0,0.05,0.127,0.0268,0.128,0.66,100.767,audio_features,spotify:track:6qWIU0QKCQjwSHx7adGXKs,https://api.spotify.com/v1/tracks/6qWIU0QKCQjwSHx7adGXKs,https://api.spotify.com/v1/audio-analysis/6qWIU0QKCQjwSHx7adGXKs,272440,4,N,32
Misfits,Return Of The Fly,0mWwoJf3MLLZtnHH1VlxPM,0.196,0.899,11,-9.591,1,0.0569,0.708,0.583,0.124,0.374,208.876,audio_features,spotify:track:0mWwoJf3MLLZtnHH1VlxPM,https://api.spotify.com/v1/tracks/0mWwoJf3MLLZtnHH1VlxPM,https://api.spotify.com/v1/audio-analysis/0mWwoJf3MLLZtnHH1VlxPM,96693,4,N,19
Def Leppard,Waterloo Sunset,5nrmGFJ87crVoJF5xdRqwn,0.512,0.69,1,-6.969,0,0.0249,0.162,0.0,0.167,0.417,107.839,audio_features,spotify:track:5nrmGFJ87crVoJF5xdRqwn,https://api.spotify.com/v1/tracks/5nrmGFJ87crVoJF5xdRqwn,https://api.spotify.com/v1/audio-analysis/5nrmGFJ87crVoJF5xdRqwn,194216,4,N,32
Miley Cyrus,Evil Is But A Shadow,5diz02QLFSmDur9R9M6bcD,0.566,0.547,1,-9.777,0,0.135,0.132,0.000166,0.538,0.267,70.0,audio_features,spotify:track:5diz02QLFSmDur9R9M6bcD,https://api.spotify.com/v1/tracks/5diz02QLFSmDur9R9M6bcD,https://api.spotify.com/v1/audio-analysis/5diz02QLFSmDur9R9M6bcD,173372,4,N,15
Hank Snow,Mama Tried,04ilBEd1FVUhpv9ItR6yTN,0.694,0.489,2,-13.119,1,0.0535,0.744,2.59e-06,0.079,0.695,97.982,audio_features,spotify:track:04ilBEd1FVUhpv9ItR6yTN,https://api.spotify.com/v1/tracks/04ilBEd1FVUhpv9ItR6yTN,https://api.spotify.com/v1/audio-analysis/04ilBEd1FVUhpv9ItR6yTN,133493,4,N,21
Rod Stewart,Can I Get A Witness,3rGuoVKM5CwEo7eHyeXYIB,0.375,0.507,7,-13.372,1,0.0414,0.678,0.00139,0.26,0.475,138.216,audio_features,spotify:track:3rGuoVKM5CwEo7eHyeXYIB,https://api.spotify.com/v1/tracks/3rGuoVKM5CwEo7eHyeXYIB,https://api.spotify.com/v1/audio-analysis/3rGuoVKM5CwEo7eHyeXYIB,250507,4,N,34
Mariah Carey,Never Too Far,3HE50TVRquwXe9yv2HFoNL,0.433,0.778,2,-4.68,0,0.0371,0.00838,0.0,0.163,0.217,149.864,audio_features,spotify:track:3HE50TVRquwXe9yv2HFoNL,https://api.spotify.com/v1/tracks/3HE50TVRquwXe9yv2HFoNL,https://api.spotify.com/v1/audio-analysis/3HE50TVRquwXe9yv2HFoNL,209333,4,N,42
Matt Redman,Endless Hallelujah,5cbSqT9EurM1L7OkzvmKLq,0.405,0.396,8,-7.513,1,0.028,0.35,0.000243,0.164,0.0702,133.93,audio_features,spotify:track:5cbSqT9EurM1L7OkzvmKLq,https://api.spotify.com/v1/tracks/5cbSqT9EurM1L7OkzvmKLq,https://api.spotify.com/v1/audio-analysis/5cbSqT9EurM1L7OkzvmKLq,426120,4,N,34
Jason Mraz,3 Things,5nXDnnhYuJxJETOxDrXxFF,0.645,0.604,0,-8.749,1,0.0366,0.217,0.0,0.286,0.71,100.026,audio_features,spotify:track:5nXDnnhYuJxJETOxDrXxFF,https://api.spotify.com/v1/tracks/5nXDnnhYuJxJETOxDrXxFF,https://api.spotify.com/v1/audio-analysis/5nXDnnhYuJxJETOxDrXxFF,174160,4,N,6
Eurythmics,Hello I Love You,3bWGaqVeYKMlLss40mPgNn,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,audio_features,spotify:track:3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/tracks/3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/audio-analysis/3bWGaqVeYKMlLss40mPgNn,133200,4,N,7
Bee Gees,More Than A Woman,487BC5NjFQ9FP4FOXxixDa,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,audio_features,spotify:track:487BC5NjFQ9FP4FOXxixDa,https://api.spotify.com/v1/tracks/487BC5NjFQ9FP4FOXxixDa,https://api.spotify.com/v1/audio-analysis/487BC5NjFQ9FP4FOXxixDa,196213,4,N,43
Underoath,Catch Myself Catching Myself,47IWLfIKOKhFnz1FUEUIkE,0.419,0.932,1,-3.604,0,0.106,0.00171,0.0,0.137,0.445,169.881,audio_features,spotify:track:47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/tracks/47IWLfIKOKhFnz1FUEUIkE,https://api.spotify.com/v1/audio-analysis/47IWLfIKOKhFnz1FUEUIkE,268000,4,N,42
Yngwie Malmsteen,Broken Glass,4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,audio_features,spotify:track:4CcSw8wQAHYf4XNckayPoc,https://api.spotify.com/v1/tracks/4CcSw8wQAHYf4XNckayPoc,https://api.spotify.com/v1/audio-analysis/4CcSw8wQAHYf4XNckayPoc,253296,4,N,6
Depeche Mode,Oh Well,3c4bJL7mARZvd387847GsC,0.568,0.837,1,-6.138,1,0.0266,0.09,0.0587,0.0994,0.853,104.988,audio_features,spotify:track:3c4bJL7mARZvd387847GsC,https://api.spotify.com/v1/tracks/3c4bJL7mARZvd387847GsC,https://api.spotify.com/v1/audio-analysis/3c4bJL7mARZvd387847GsC,245867,4,N,6
Lil Wayne,Do What We Do,4IWGnyOHDrVZEtPWfs4s7q,0.681,0.701,9,-6.336,1,0.0767,0.106,0.0,0.208,0.398,139.952,audio_features,spotify:track:4IWGnyOHDrVZEtPWfs4s7q,https://api.spotify.com/v1/tracks/4IWGnyOHDrVZEtPWfs4s7q,https://api.spotify.com/v1/audio-analysis/4IWGnyOHDrVZEtPWfs4s7q,175203,4,N,1
Unseen,Weapons Of Mass Deception,2sLVpB0lYZGv4dfR8eeBNJ,0.447,0.98,7,-4.653,1,0.0904,0.00024,0.0,0.39,0.651,122.729,audio_features,spotify:track:2sLVpB0lYZGv4dfR8eeBNJ,https://api.spotify.com/v1/tracks/2sLVpB0lYZGv4dfR8eeBNJ,https://api.spotify.com/v1/audio-analysis/2sLVpB0lYZGv4dfR8eeBNJ,135067,4,N,43
Jimmy Buffett,I Have Found Me A Home,6FTKRyJAaU0CMZQQlxBjY2,0.543,0.608,2,-7.107,1,0.0265,0.47,0.0,0.121,0.425,74.498,audio_features,spotify:track:6FTKRyJAaU0CMZQQlxBjY2,https://api.spotify.com/v1/tracks/6FTKRyJAaU0CMZQQlxBjY2,https://api.spotify.com/v1/audio-analysis/6FTKRyJAaU0CMZQQlxBjY2,225271,4,N,30
Marianne Faithfull,Lonesome Traveller,25ksdjsStaHcvRnPKo8FQN,0.5,0.644,11,-11.232,0,0.0325,0.603,0.794,0.0834,0.92,123.384,audio_features,spotify:track:25ksdjsStaHcvRnPKo8FQN,https://api.spotify.com/v1/tracks/25ksdjsStaHcvRnPKo8FQN,https://api.spotify.com/v1/audio-analysis/25ksdjsStaHcvRnPKo8FQN,190813,4,N,16
Dream Theater,Invisible,62oMXLTGaewaJ93gQVyZ4Y,0.534,0.966,6,-6.179,0,0.0571,0.000758,0.0553,0.0725,0.166,106.029,audio_features,spotify:track:62oMXLTGaewaJ93gQVyZ4Y,https://api.spotify.com/v1/tracks/62oMXLTGaewaJ93gQVyZ4Y,https://api.spotify.com/v1/audio-analysis/62oMXLTGaewaJ93gQVyZ4Y,390761,4,N,32
Frank Sinatra,Five Hundred Guys,2k8EmnvM5UEv0YrbczuJcu,0.533,0.82,0,-6.155,0,0.0484,0.0484,0.0,0.594,0.401,120.063,audio_features,spotify:track:2k8EmnvM5UEv0YrbczuJcu,https://api.spotify.com/v1/tracks/2k8EmnvM5UEv0YrbczuJcu,https://api.spotify.com/v1/audio-analysis/2k8EmnvM5UEv0YrbczuJcu,224562,4,N,15
Violent Femmes,Color Me Once,6jcYInRCmQcUdRVjm4kRoh,0.69,0.493,2,-9.211,0,0.0355,0.665,0.0014,0.0987,0.35,118.832,audio_features,spotify:track:6jcYInRCmQcUdRVjm4kRoh,https://api.spotify.com/v1/tracks/6jcYInRCmQcUdRVjm4kRoh,https://api.spotify.com/v1/audio-analysis/6jcYInRCmQcUdRVjm4kRoh,249133,4,N,0
Train,Hopeless,2uvhnyOva91fFtQD4oXmhs,0.696,0.476,5,-8.244,1,0.12,0.859,0.813,0.323,0.424,170.062,audio_features,spotify:track:2uvhnyOva91fFtQD4oXmhs,https://api.spotify.com/v1/tracks/2uvhnyOva91fFtQD4oXmhs,https://api.spotify.com/v1/audio-analysis/2uvhnyOva91fFtQD4oXmhs,256127,4,N,16
Christina Aguilera,Army Of Me,3vEmpJQC2p8h0U3OiBufQm,0.462,0.677,6,-9.262,1,0.0327,0.00786,7.15e-05,0.226,0.468,172.192,audio_features,spotify:track:3vEmpJQC2p8h0U3OiBufQm,https://api.spotify.com/v1/tracks/3vEmpJQC2p8h0U3OiBufQm,https://api.spotify.com/v1/audio-analysis/3vEmpJQC2p8h0U3OiBufQm,234333,4,N,12
Maroon 5,Sleepy Windbreaker,1kqcYN6Z58AWK3HYqURpIH,0.253,0.0513,1,-30.27,1,0.034,0.847,0.974,0.325,0.434,71.468,audio_features,spotify:track:1kqcYN6Z58AWK3HYqURpIH,https://api.spotify.com/v1/tracks/1kqcYN6Z58AWK3HYqURpIH,https://api.spotify.com/v1/audio-analysis/1kqcYN6Z58AWK3HYqURpIH,62379,3,N,2
Emmylou Harris,Hobo's Meditation,5rvgK17wgSmx0BmsZcFgHs,0.57,0.253,9,-11.331,1,0.0305,0.736,5.76e-06,0.106,0.365,115.915,audio_features,spotify:track:5rvgK17wgSmx0BmsZcFgHs,https://api.spotify.com/v1/tracks/5rvgK17wgSmx0BmsZcFgHs,https://api.spotify.com/v1/audio-analysis/5rvgK17wgSmx0BmsZcFgHs,198933,3,N,27
Elton John,Cottonfields,3vO2BbrhKNV2PDl276BUIZ,0.582,0.641,9,-7.621,1,0.0297,0.237,0.0,0.132,0.86,148.634,audio_features,spotify:track:3vO2BbrhKNV2PDl276BUIZ,https://api.spotify.com/v1/tracks/3vO2BbrhKNV2PDl276BUIZ,https://api.spotify.com/v1/audio-analysis/3vO2BbrhKNV2PDl276BUIZ,177267,4,N,25
